AI Python Developer,https://www.indeed.com/rc/clk?jk=721d932d5bc17d5f&fccid=b5004022cc4c31b1&vjs=3,Expedient,"Hybrid remote in Pittsburgh, PA 15212","Posted
Just posted","$60,000 - $100,000 a year"
Sr Data Scientist I,https://www.indeed.com/rc/clk?jk=7d274e040c0990f5&fccid=de75fea91e79d4d2&vjs=3,Federated Hermes,"Pittsburgh, PA 15222 
(Central Business District area)","Posted
Posted 30+ days ago",
Bioinformatics Senior Research Specialist,https://www.indeed.com/rc/clk?jk=1314e30dbbaaf105&fccid=1f92178814b05d89&vjs=3,The University of Pittsburgh,"Pittsburgh, PA","Posted
Posted 30+ days ago","$46,644 - $76,440 a year"
Assistant/Associate/Full - Artificial Intelligence and Machine Learning,https://www.indeed.com/rc/clk?jk=1d30f16d20c97df3&fccid=1f92178814b05d89&vjs=3,The University of Pittsburgh,"Pittsburgh, PA","Posted
Posted 30+ days ago",
Faculty Professor Teaching Assistant - Full-Time,https://www.indeed.com/rc/clk?jk=afe9c426fd279665&fccid=1f92178814b05d89&vjs=3,The University of Pittsburgh,"Pittsburgh, PA","Posted
Posted 30+ days ago",
"Lead Software Engineer, Data Engineering",https://www.indeed.com/rc/clk?jk=3a62baf2d607d717&fccid=b716e44d2c6283e7&vjs=3,S&P Global,"Carnegie, PA 15106","Posted
Posted 30+ days ago","$85,300 - $170,000 a year"
Data Curator and Metadata Librarian (DCML) – Pittsburgh Supercomputing Center,https://www.indeed.com/rc/clk?jk=47532a171ef180fc&fccid=7655fb7543c6cbbf&vjs=3,Carnegie Mellon University,"Pittsburgh, PA 15213 
(Squirrel Hill North area)","Posted
Posted 30+ days ago",
"Vice President, Technical Sales",https://www.indeed.com/rc/clk?jk=de72f54025336122&fccid=b45de453d773776c&vjs=3,Cognistx,"Remote in Pittsburgh, PA 15222","Posted
Posted 30+ days ago",
Director of Machine Learning,https://www.indeed.com/rc/clk?jk=ac9499a20f89b878&fccid=16f2f62ada6bc920&vjs=3,Aspinity,"Pittsburgh, PA","Posted
Posted 30+ days ago",
Director of Machine Learning,https://www.indeed.com/rc/clk?jk=cec68454d697a95d&fccid=16f2f62ada6bc920&vjs=3,Aspinity,"Pittsburgh, PA","Posted
Posted 30+ days ago",
Analyst,https://www.indeed.com/rc/clk?jk=539bc61a73ce3f9e&fccid=342ab8cbdd832d3f&vjs=3,Netanomics,"Pittsburgh, PA","Posted
Posted 30+ days ago",
Data Scientist,https://www.indeed.com/rc/clk?jk=b743e4de47901e9b&fccid=5570d53d4ce2f0fa&vjs=3,International Services Management,"Pittsburgh, PA","Posted
Posted 30+ days ago",
